fuel_consumption,accelerator_pedal_value,throttle_position_signal,intake_air_pressure,absolute_throttle_position,engine_in_fuel_cut_off,engine_speed,engine_torque_after_correction,torque_of_friction,flywheel_torque_after_torque_interventions,engine_torque,calculated_load_value,flywheel_torque,current_gear,wheel_velocity_front_left_hand,wheel_velocity_rear_right_hand,wheel_velocity_front_right_hand,wheel_velocity_rear_left_hand,clutch_operation_acknowledge,gear_selection,vehicle_speed,acceleration_speed_longitudinal,indication_of_brake_switch_on_off,master_cylinder_pressure,calculated_road_gradient,acceleration_speed_lateral,steering_wheel_speed,steering_wheel_angle,time_s,driver_id,pathorder
294.4,0.0,7.1,36,14.5,0,977,16.4,14.5,15.6,16.0,26.3,15.6,2,13.6,12.4,12.4,13.6,1,5,13,-0.4,1,1.1,0.0,0.0,0,0.4,2460,E,1
524.8,8.2,8.9,46,16.1,0,1286,24.2,14.1,32.7,23.8,34.1,32.7,2,13.3,12.1,12.1,13.3,1,5,12,0.0,1,1.1,0.0,0.0,0,0.2,2461,E,1
806.4,12.1,11.3,59,17.6,0,1492,31.3,13.3,44.2,31.3,43.1,44.2,2,14.5,13.6,13.6,14.4,1,5,14,0.4,1,1.1,0.0,0.0,0,0.3,2462,E,1
1036.8,13.7,12.7,61,19.2,0,1732,34.8,12.9,56.0,34.8,47.1,56.0,2,16.9,16.0,16.1,16.8,0,5,16,0.7,1,1.1,0.0,0.0,4,3.0,2463,E,1
1241.6,13.7,13.6,64,20.0,0,1937,36.7,12.5,52.6,36.7,47.5,52.6,2,20.0,19.1,19.2,19.9,0,5,19,0.8,1,1.1,0.0,0.0,0,2.0,2464,E,1
1216.0,13.7,13.2,61,19.6,0,2117,34.4,12.5,47.7,34.4,43.9,47.7,2,22.9,21.9,21.9,22.8,0,5,21,0.6,1,1.1,0.0,0.0,0,0.1,2465,E,1
1075.2,10.2,11.3,59,18.4,0,1849,30.5,11.7,22.8,31.3,43.1,22.7,3,25.0,23.9,24.1,24.9,1,5,24,0.4,1,1.1,0.0,0.0,0,0.1,2466,E,1
460.8,0.0,7.1,32,14.9,0,1549,14.5,12.5,-4.7,14.5,22.4,-4.8,3,25.6,24.1,24.1,25.5,1,5,24,-0.1,1,1.0,0.0,0.0,0,0.8,2467,E,1
345.6,0.0,7.1,29,14.9,0,1421,9.8,12.5,-8.7,9.8,18.4,-8.4,3,25.0,24.1,24.1,25.0,1,5,24,-0.3,1,1.0,0.0,0.0,0,0.4,2468,E,1
332.8,0.0,6.6,29,14.5,0,1345,9.0,12.5,-8.7,9.0,19.2,-8.8,3,24.6,24.0,24.0,24.5,1,5,23,-0.3,1,1.0,0.0,0.0,0,-2.0,2469,E,1
320.0,0.0,6.6,28,14.5,0,1280,9.8,12.9,-7.3,9.8,19.2,-7.3,3,24.4,23.6,23.8,24.3,1,5,23,-0.5,2,2.4,0.0,-0.1,4,-6.1,2470,E,1
307.2,0.0,6.6,29,14.5,0,1239,10.2,12.9,-5.9,10.2,19.2,-6.1,3,23.5,22.1,22.1,23.4,1,5,22,-0.7,2,4.4,0.0,-0.1,0,-6.3,2471,E,1
307.2,0.0,6.6,30,14.5,0,1194,10.9,12.9,-4.5,10.9,20.4,-4.4,3,22.1,21.3,21.2,22.1,1,5,21,-0.9,2,6.2,0.0,0.0,4,0.2,2472,E,1
320.0,0.0,6.6,32,14.5,0,1136,11.7,12.9,-2.9,11.7,22.0,-3.0,3,20.9,20.0,20.1,20.8,1,5,20,-0.8,2,5.2,0.0,0.0,0,0.0,2473,E,1
320.0,0.0,6.6,34,14.5,0,1106,11.7,12.9,-3.0,11.7,22.7,-3.1,3,20.6,20.0,20.0,20.5,1,5,19,-0.7,2,4.4,0.0,-0.1,0,-1.3,2474,E,1
320.0,0.0,6.6,34,14.5,0,1078,12.1,12.9,-1.5,12.1,23.1,-1.3,3,19.9,18.9,18.9,19.8,1,5,19,-0.8,2,5.4,0.0,-0.1,0,1.4,2475,E,1
320.0,0.0,6.6,34,14.5,0,1073,12.1,12.9,-1.9,12.1,23.5,-1.5,3,20.1,19.4,19.6,20.0,1,5,19,-0.4,2,1.2,0.0,-0.2,0,-0.3,2476,E,1
320.0,0.0,6.6,34,14.5,0,1091,11.7,12.9,-3.2,12.1,23.5,-2.8,3,20.9,20.0,20.0,20.8,1,5,20,-0.5,2,3.2,0.0,-0.1,4,4.0,2477,E,1
320.0,0.0,6.6,34,14.5,0,1098,11.7,12.9,-3.1,11.7,23.1,-2.8,3,20.8,20.0,20.0,20.6,1,5,19,-0.7,2,4.4,0.0,-0.2,0,0.7,2478,E,1
320.0,0.0,6.6,34,14.5,0,1089,12.1,12.9,-2.9,12.1,23.1,-2.9,3,20.6,20.0,20.0,20.5,1,5,19,-0.6,2,3.2,0.0,-0.2,0,4.3,2479,E,1
320.0,0.0,6.6,34,14.5,0,1099,11.7,12.9,-3.2,11.7,23.1,-3.0,3,20.9,20.0,20.1,20.8,1,5,20,-0.4,2,1.8,0.0,-0.2,4,1.2,2480,E,1
320.0,0.0,6.6,33,14.5,0,1117,11.3,12.9,-5.1,11.7,23.1,-5.0,3,21.4,20.1,20.1,21.3,1,5,20,-0.5,2,1.9,0.0,-0.2,0,0.4,2481,E,1
320.0,0.0,6.6,32,14.5,0,1141,11.3,12.9,-5.2,11.3,22.0,-5.0,3,22.0,21.1,21.5,21.9,1,5,21,-0.5,2,2.2,0.0,-0.3,0,-0.5,2482,E,1
307.2,0.0,6.6,31,14.5,0,1175,10.5,12.9,-6.3,10.5,21.2,-6.3,3,22.6,22.0,22.0,22.6,1,5,21,-0.4,2,1.1,0.0,-0.3,0,0.9,2483,E,1
320.0,0.0,6.6,30,14.1,0,1195,10.5,12.9,-6.7,10.5,20.4,-6.5,3,23.1,22.1,22.1,23.0,1,5,22,-0.7,2,4.9,0.0,-0.3,0,4.7,2484,E,1
307.2,0.0,6.6,31,14.5,0,1153,10.9,12.9,-2.4,10.9,20.8,-2.4,3,21.3,20.6,20.6,21.1,1,5,20,-1.5,2,11.5,0.0,-0.2,0,4.0,2485,E,1
332.8,0.0,7.1,35,14.5,0,1053,14.1,12.5,8.5,14.1,25.1,9.1,3,17.3,16.3,16.2,17.1,1,5,16,-2.0,2,16.4,0.0,-0.3,0,2.6,2486,E,1
384.0,0.0,7.1,44,14.9,0,939,16.8,12.5,10.2,17.2,33.3,10.4,3,14.3,13.2,13.5,14.1,1,5,14,-1.0,1,6.6,0.0,-0.4,4,0.0,2487,E,1
358.4,0.0,6.6,43,14.5,0,904,14.5,12.5,2.3,14.5,32.9,2.3,3,14.6,14.0,14.0,14.6,1,5,14,-0.2,2,1.2,0.0,-0.3,0,-0.6,2488,E,1
307.2,0.0,6.6,40,14.5,0,908,13.7,12.5,2.1,13.7,29.8,2.5,3,15.5,14.1,14.1,15.5,1,5,14,-0.6,2,4.5,0.0,-0.3,0,-0.3,2489,E,1
332.8,0.0,6.6,40,14.5,0,906,14.1,12.5,4.0,14.5,30.6,4.4,3,15.0,14.1,14.1,15.0,1,5,14,-0.9,2,6.8,0.0,-0.3,0,2.6,2490,E,1
320.0,0.0,6.6,41,14.5,0,915,14.1,12.5,1.8,14.1,30.6,1.9,3,15.3,14.1,14.1,15.1,1,5,14,-0.3,2,1.0,0.0,-0.3,0,9.0,2491,E,1
307.2,0.0,6.6,39,14.5,0,938,13.7,12.5,1.6,13.7,29.0,1.7,3,16.4,15.9,16.0,16.3,1,5,15,-0.3,2,2.1,0.0,-0.3,8,4.0,2492,E,1
320.0,0.0,6.6,38,14.5,0,957,13.7,12.5,3.3,13.7,27.8,3.8,3,16.8,16.0,16.0,16.8,1,5,16,-0.8,2,7.0,0.0,-0.3,0,1.9,2493,E,1
358.4,0.0,7.1,44,14.9,0,905,17.2,12.5,15.1,17.2,33.3,15.5,3,13.5,12.6,12.7,13.4,1,5,13,-1.8,2,13.8,0.0,-0.3,0,-0.6,2494,E,1
384.0,0.0,7.1,50,14.9,0,841,19.1,12.1,16.9,19.1,39.6,17.2,3,11.8,10.5,10.5,11.8,1,5,11,-0.8,2,6.3,0.0,-0.3,0,-0.7,2495,E,1
384.0,0.0,7.1,52,14.9,0,819,19.5,11.7,18.0,19.5,41.6,18.0,3,11.0,10.1,10.1,11.0,1,5,10,-0.9,2,7.8,0.0,-0.3,0,-2.5,2496,E,1
409.6,0.0,7.1,53,14.9,0,825,19.9,11.7,18.4,19.9,42.7,18.6,3,9.9,9.0,9.1,9.9,1,5,9,-1.0,2,10.1,0.0,-0.3,0,-0.4,2497,E,1
409.6,0.0,7.1,55,14.9,0,816,20.3,11.7,13.8,20.3,43.9,14.4,3,8.0,7.1,7.1,7.9,1,5,7,-1.3,2,12.2,0.0,-0.3,0,0.2,2498,E,1
371.2,0.0,6.6,49,14.5,0,828,16.0,12.1,9.1,16.0,38.8,9.0,1,7.0,6.1,6.1,6.9,1,5,7,-0.4,1,2.1,0.0,-0.3,0,0.4,2499,E,1
332.8,0.0,6.6,46,14.5,0,832,15.2,12.5,6.1,15.2,35.7,6.2,1,8.4,7.7,7.7,8.4,1,5,8,-0.2,1,0.9,0.0,-0.3,0,-1.1,2500,E,1
345.6,0.0,6.6,44,14.5,0,882,16.8,12.5,25.6,16.8,34.1,25.6,1,10.0,9.0,9.1,9.9,1,5,9,-0.2,1,0.9,0.0,-0.4,4,-4.6,2501,E,1
473.6,1.6,7.1,40,14.9,0,1355,18.0,12.5,-3.7,17.6,29.0,-3.9,1,11.6,10.6,10.7,11.5,1,5,11,-0.1,1,1.0,0.0,-0.3,0,-4.9,2502,E,1
281.6,0.0,6.1,31,14.1,0,1071,12.5,12.5,0.5,12.5,20.8,0.7,2,13.1,12.1,12.1,13.1,1,5,12,-0.3,2,1.1,0.0,-0.4,0,-0.7,2503,E,1
281.6,0.0,6.1,34,14.1,0,963,11.7,12.5,-4.2,11.7,24.3,-3.9,2,13.8,12.2,12.3,13.6,1,5,13,-0.5,1,2.0,0.0,-0.3,4,2.5,2504,E,1
281.6,0.0,6.1,34,14.1,0,943,11.3,12.9,-2.7,11.3,24.3,-2.8,2,14.3,13.9,14.0,14.1,1,5,13,-0.4,1,1.0,0.0,-0.3,8,4.4,2505,E,1
268.8,0.0,6.1,35,13.7,0,927,11.3,12.9,-4.5,11.3,25.1,-4.4,2,14.8,14.0,14.0,14.8,1,5,14,-0.5,1,1.0,0.0,-0.3,0,5.2,2506,E,1
332.8,0.8,6.6,36,14.5,0,1132,16.4,12.5,4.7,16.4,25.9,4.8,2,15.3,14.1,14.2,15.3,1,5,14,-0.4,1,1.0,0.0,-0.2,8,13.9,2507,E,1
332.8,0.0,6.1,28,14.1,0,1331,13.7,12.9,-4.7,13.7,18.4,-4.7,2,16.1,15.7,15.9,16.0,1,5,15,-0.4,1,1.0,-0.5,-0.2,4,18.5,2508,E,1
243.2,0.0,5.7,27,13.7,0,1097,10.9,12.9,-1.8,10.5,17.3,-1.8,2,16.5,16.0,16.0,16.5,1,5,16,-0.5,2,1.4,-2.0,-0.1,4,25.9,2509,E,1
268.8,0.0,6.1,33,13.7,0,969,11.3,12.5,-3.9,11.3,22.7,-3.8,2,16.0,15.7,15.7,16.0,1,5,15,-0.9,2,4.7,-2.5,0.0,0,26.4,2510,E,1
281.6,0.0,6.1,35,14.1,0,919,11.7,12.5,-1.7,11.7,24.7,-1.7,2,14.4,13.9,14.0,14.3,1,5,14,-1.1,2,5.7,-2.0,-0.1,0,28.2,2511,E,1
268.8,0.0,6.1,37,14.1,0,877,12.5,12.5,1.1,12.5,27.1,1.4,2,13.5,12.3,12.4,13.4,1,5,13,-0.8,2,4.2,-1.5,-0.1,4,25.1,2512,E,1
281.6,0.0,6.1,39,14.1,0,840,13.3,12.5,3.4,13.3,29.8,3.5,2,12.0,11.3,11.3,11.9,1,5,11,-1.1,2,7.9,-0.5,-0.1,4,30.7,2513,E,1
281.6,0.0,6.1,42,14.1,0,816,14.1,12.5,3.5,14.1,31.4,3.7,2,10.8,10.1,10.1,10.6,1,5,10,-0.6,2,3.1,0.0,-0.1,0,30.6,2514,E,1
294.4,0.0,6.6,43,14.1,0,809,14.5,12.5,7.0,14.5,32.5,6.8,2,9.9,9.4,9.4,9.9,1,5,9,-0.8,2,6.0,0.0,-0.2,0,28.0,2515,E,1
320.0,0.0,6.6,46,14.5,0,788,16.0,11.7,8.4,16.0,35.7,8.3,2,8.9,8.1,8.1,8.8,1,5,8,-0.5,1,2.4,0.0,-0.2,4,23.0,2516,E,1
345.6,0.0,6.6,46,14.1,0,829,15.2,11.7,4.6,15.2,35.7,5.7,2,9.1,8.1,8.1,9.0,1,5,8,-0.2,1,0.9,0.0,-0.2,0,23.1,2517,E,1
320.0,0.0,6.6,43,14.1,0,842,14.5,12.5,5.0,14.5,32.9,5.2,2,9.4,8.1,8.1,9.4,1,5,9,-0.2,2,1.0,0.0,-0.2,4,26.7,2518,E,1
307.2,0.0,6.6,43,14.5,0,823,14.5,12.5,5.7,14.5,32.5,5.6,2,9.4,8.1,8.1,9.3,1,5,9,-0.3,2,2.1,0.0,-0.1,4,33.5,2519,E,1
307.2,0.0,6.6,44,14.5,0,811,14.8,12.1,6.2,14.8,33.3,6.3,2,9.0,8.1,8.1,8.9,1,5,8,-0.3,2,2.2,0.0,-0.2,0,29.5,2520,E,1
294.4,0.0,6.1,42,14.1,0,830,13.3,10.9,4.9,13.3,31.8,5.2,2,8.8,8.0,8.1,8.6,1,5,8,-0.3,2,1.7,0.0,-0.2,8,21.3,2521,E,1
294.4,0.0,6.1,41,14.1,0,818,13.3,10.9,4.0,13.3,31.4,4.4,2,8.8,8.0,8.1,8.6,1,5,8,-0.2,2,1.5,0.0,-0.2,8,40.2,2522,E,1
281.6,0.0,6.6,42,14.1,0,805,13.7,10.9,6.5,13.7,31.8,6.9,2,8.4,8.0,8.0,8.4,1,5,8,-0.3,2,2.4,0.0,-0.1,20,32.7,2523,E,1
294.4,0.0,6.6,43,14.1,0,803,14.1,10.9,6.9,14.1,32.5,7.3,2,8.0,8.0,7.9,8.0,1,5,7,-0.3,2,2.5,0.0,-0.2,12,28.0,2524,E,1
294.4,0.0,6.6,43,14.1,0,803,13.7,10.9,5.5,14.1,32.5,5.5,1,7.3,6.2,6.3,7.3,1,5,7,-0.4,2,3.3,0.0,-0.1,28,40.0,2525,E,1
294.4,0.0,6.6,43,14.1,0,805,13.3,10.9,3.7,13.7,32.9,4.1,1,6.3,5.7,5.8,6.3,1,5,6,-0.4,2,2.7,-12.0,-0.2,8,31.4,2526,E,1
281.6,0.0,6.1,42,14.1,0,794,13.3,10.9,6.0,13.7,32.5,6.2,1,5.5,4.1,4.1,5.5,1,5,5,-0.2,2,2.1,0.0,-0.2,0,32.7,2527,E,1
281.6,0.0,6.6,43,14.1,0,769,14.8,10.9,13.2,14.8,32.9,13.6,1,4.6,4.0,4.0,4.6,1,5,4,-0.4,2,4.2,0.0,-0.2,8,20.6,2528,E,1
345.6,0.0,7.1,50,14.5,0,763,17.6,10.9,15.2,17.6,39.6,15.2,1,3.4,2.4,2.5,3.4,1,5,3,-0.5,2,7.8,0.0,-0.2,4,12.2,2529,E,1
358.4,0.0,6.6,50,14.5,0,774,16.8,10.9,9.9,16.8,39.6,10.2,1,1.9,1.1,1.2,1.9,1,5,0,-0.7,2,11.6,0.0,-0.2,0,9.8,2530,E,1
294.4,0.0,6.1,49,14.1,0,678,15.2,10.5,3.5,15.2,37.3,3.8,0,0.3,0.0,0.0,0.3,1,0,0,-0.2,1,12.2,-13.5,-0.2,0,9.9,2531,E,1
281.6,0.0,5.7,49,13.7,0,661,15.2,12.5,-2.1,15.2,38.0,-1.8,0,0.1,0.0,0.0,0.1,1,0,0,-0.1,1,0.9,0.0,-0.2,0,10.0,2532,E,1
268.8,0.0,6.1,47,14.1,0,672,16.0,14.5,6.6,16.0,36.5,6.8,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1.0,0.0,-0.2,0,9.8,2533,E,1
281.6,0.0,6.1,49,14.1,0,664,16.8,13.7,9.7,16.8,37.6,9.7,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1.0,0.0,-0.2,0,9.8,2534,E,1
281.6,0.0,6.1,49,14.1,0,661,16.8,12.9,6.9,16.8,37.6,7.0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1.0,0.0,-0.2,0,10.0,2535,E,1
281.6,0.0,6.1,48,14.1,0,657,16.8,12.5,8.1,16.8,37.3,8.2,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1.0,0.0,-0.2,0,9.8,2536,E,1
294.4,0.0,6.1,50,14.1,0,655,17.2,12.5,9.2,17.2,38.8,9.5,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,22.1,-11.0,-0.2,0,10.0,2537,E,1
332.8,0.0,7.1,56,14.5,0,660,18.4,12.5,18.0,18.4,43.9,18.5,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,35.0,0.0,-0.2,0,9.8,2538,E,1
371.2,0.0,6.6,58,14.5,0,675,19.1,12.1,19.0,19.5,46.3,19.0,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,36.9,0.0,-0.2,0,9.8,2539,E,1
320.0,0.0,6.6,56,14.5,0,664,19.9,11.7,18.2,19.9,43.9,18.5,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,34.7,0.0,-0.2,0,9.8,2540,E,1
320.0,0.0,6.6,56,14.5,0,664,19.9,11.7,19.8,19.9,43.9,19.7,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,29.7,0.0,-0.2,0,10.0,2541,E,1
332.8,0.0,6.6,56,14.5,0,670,19.9,11.7,18.0,19.9,43.9,18.3,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,26.8,0.0,-0.2,0,9.9,2542,E,1
332.8,0.0,6.6,56,14.5,0,669,19.9,11.7,17.3,19.9,43.9,17.8,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,37.4,0.0,-0.2,0,9.8,2543,E,1
332.8,0.0,6.6,55,14.5,0,672,19.5,11.7,18.4,19.5,43.5,18.4,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,62.2,0.0,-0.2,0,9.8,2544,E,1
320.0,0.0,6.6,55,14.5,0,674,19.5,11.7,17.5,19.5,43.1,17.9,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,71.5,0.0,-0.2,0,9.9,2545,E,1
320.0,0.0,6.6,54,14.5,0,675,19.1,11.7,16.8,19.1,42.4,17.1,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,73.3,0.0,-0.2,0,9.9,2546,E,1
320.0,0.0,6.6,55,14.5,0,670,19.1,11.7,17.1,19.5,43.5,17.7,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,57.2,0.0,-0.2,0,9.9,2547,E,1
345.6,0.0,6.6,55,14.5,0,671,19.1,11.7,18.1,19.1,43.5,17.9,1,0.0,0.0,0.0,0.0,1,5,0,0.0,2,30.5,0.0,-0.2,0,9.9,2548,E,1
332.8,0.0,6.1,55,14.1,0,693,18.4,11.7,12.7,18.4,42.7,13.2,1,0.1,0.0,0.0,0.0,1,5,0,0.3,1,0.8,0.0,-0.2,0,10.0,2549,E,1
345.6,0.0,7.5,54,14.5,0,763,21.1,11.7,39.1,20.7,42.7,38.9,1,1.9,1.1,1.1,1.9,1,5,0,0.3,1,0.9,0.0,-0.2,0,9.8,2550,E,1
512.0,1.6,7.1,53,15.3,0,1045,24.6,11.7,17.8,24.6,40.8,17.7,1,4.1,3.3,3.3,4.1,1,5,4,0.7,1,1.0,0.0,-0.2,0,9.8,2551,E,1
320.0,0.0,6.6,44,14.1,0,872,18.0,11.7,23.3,18.0,33.7,23.1,1,5.4,4.1,4.1,5.4,1,5,5,0.0,1,0.9,0.0,-0.2,0,9.8,2552,E,1
396.8,1.2,6.6,46,14.5,0,988,21.1,11.7,16.1,20.7,34.5,15.9,1,5.9,5.2,5.2,5.9,1,5,5,0.2,1,1.0,0.0,-0.2,0,9.8,2553,E,1
422.4,1.6,7.5,45,14.9,0,1057,21.5,11.7,21.0,21.5,33.3,20.9,1,6.5,6.0,6.0,6.5,1,5,6,0.1,1,1.0,0.0,-0.2,0,4.0,2554,E,1
435.2,1.6,7.5,44,15.3,0,1141,21.1,11.7,24.5,21.1,31.8,24.5,1,7.3,6.1,6.1,7.3,1,5,7,0.1,1,1.0,0.0,-0.2,0,3.3,2555,E,1
524.8,6.2,8.5,46,15.7,0,1256,23.4,11.3,29.5,23.4,33.3,29.5,1,7.9,7.0,7.1,7.9,1,5,7,0.2,1,1.0,0.0,-0.2,0,1.5,2556,E,1
704.0,12.1,10.8,55,17.3,0,1465,28.5,10.9,55.8,28.5,38.8,55.8,1,9.0,8.2,8.2,9.0,1,5,8,0.5,1,1.0,3.0,-0.2,0,0.3,2557,E,1
1177.6,14.1,13.6,62,19.6,0,1913,35.2,10.9,55.1,35.2,46.7,55.1,1,12.1,11.1,11.2,12.0,1,5,11,1.0,1,1.1,0.0,-0.1,0,0.1,2558,E,1
1164.8,14.1,14.1,64,20.0,0,1893,35.2,10.2,62.1,35.5,46.7,62.1,2,15.3,14.4,14.5,15.1,1,5,14,0.9,1,1.1,0.0,-0.1,0,0.1,2559,E,1
1177.6,14.1,14.1,62,20.0,0,1860,35.5,10.2,54.8,35.5,47.1,54.8,2,18.5,17.3,17.4,18.3,0,5,17,0.8,1,1.0,0.0,0.0,0,0.0,2560,E,1
1228.8,15.2,14.1,64,20.0,0,1986,35.9,10.2,67.2,35.9,46.3,67.2,2,21.1,20.2,20.3,21.0,0,5,20,0.7,1,1.1,0.5,0.0,0,-2.8,2561,E,1
1536.0,19.9,16.5,69,22.0,0,2207,42.2,10.9,70.0,42.2,52.5,70.0,2,24.4,23.2,23.2,24.1,0,5,23,0.9,1,1.0,1.0,-0.2,8,-14.4,2562,E,1
1779.2,17.2,16.9,62,22.0,0,2506,41.0,11.7,54.8,41.0,49.8,59.6,2,28.0,26.8,26.9,27.8,0,5,26,0.8,1,1.0,2.0,-0.7,12,-30.7,2563,E,1
1395.2,16.0,15.0,66,21.2,0,2034,36.7,10.9,67.8,38.3,48.6,67.8,3,30.6,29.0,29.1,30.4,0,5,28,0.5,1,1.0,2.0,-1.3,8,-41.6,2564,E,1
1612.8,22.7,18.3,77,23.1,0,2017,46.9,10.9,92.8,46.9,61.2,92.5,3,33.1,31.2,31.4,32.9,0,5,31,0.7,1,1.0,1.5,-1.4,4,-40.4,2565,E,1
2342.4,27.3,24.9,87,27.8,0,2289,54.3,10.9,101.8,54.3,75.7,101.8,3,36.4,34.6,34.6,36.0,1,5,34,0.8,1,1.0,1.0,-1.4,4,-32.3,2566,E,1
3225.6,27.3,31.9,93,33.3,0,2685,60.9,11.7,107.3,60.5,83.5,109.5,3,40.0,38.2,38.5,39.6,1,5,38,1.2,1,1.0,2.0,-1.0,12,-13.2,2567,E,1
1958.4,12.9,16.0,63,22.4,0,2491,38.3,12.1,58.0,37.9,48.6,58.0,3,43.1,41.8,42.0,42.9,1,5,41,0.5,1,1.0,2.5,-0.4,8,-4.9,2568,E,1
1600.0,16.8,16.5,69,22.0,0,2238,41.8,11.7,71.1,41.8,51.8,71.1,4,44.4,43.2,43.6,44.0,0,5,42,0.4,1,1.0,2.0,0.0,4,0.4,2569,E,1
1318.4,9.0,11.8,52,18.8,0,2186,30.5,12.1,-6.2,30.1,39.6,-6.6,4,45.5,44.0,44.1,45.3,1,5,43,0.2,1,1.0,1.0,-0.1,0,0.4,2570,E,1
396.8,0.0,7.1,26,14.5,0,1566,9.0,12.5,1.4,5.1,17.6,-16.8,5,44.8,43.8,43.9,44.4,0,5,42,-0.3,1,0.9,1.0,0.0,0,1.1,2571,E,1
435.2,0.0,7.5,33,15.3,0,1426,12.5,12.5,-0.7,5.1,22.7,-18.1,5,43.3,42.1,42.1,43.1,0,5,41,-0.2,2,1.2,1.0,0.1,0,3.8,2572,E,1
422.4,0.0,7.1,33,14.9,0,1368,11.7,12.5,-10.3,5.1,23.1,-18.8,5,41.6,40.6,40.9,41.4,0,5,39,-0.8,2,6.2,1.0,0.0,0,0.4,2573,E,1
320.0,0.0,6.6,35,14.1,0,1061,9.8,12.5,-0.9,9.0,24.7,-1.0,5,36.8,35.7,35.7,36.5,1,5,35,-1.7,2,15.6,1.0,-0.1,0,-0.7,2574,E,1
294.4,0.0,6.1,36,14.1,0,961,11.3,12.5,-3.0,11.3,25.9,-3.0,4,30.9,29.9,29.9,30.6,1,5,29,-1.3,2,8.7,1.0,-0.1,0,-0.6,2575,E,1
281.6,0.0,6.1,35,14.1,0,916,11.3,12.9,-3.7,11.3,25.9,-3.6,4,27.6,26.6,26.9,27.5,1,5,26,-0.9,2,6.4,1.0,-0.1,0,-0.8,2576,E,1
281.6,0.0,6.1,38,14.1,0,855,12.5,12.9,-1.9,12.5,28.6,-2.0,4,23.8,22.7,22.6,23.6,1,5,22,-1.2,2,10.7,1.0,-0.2,12,-28.5,2577,E,1
294.4,0.0,6.6,40,14.5,0,928,14.1,12.9,3.6,14.1,29.8,3.7,3,20.4,18.6,18.6,20.3,1,5,18,-0.7,2,2.5,1.0,-1.3,104,-145.4,2578,E,1
422.4,1.6,8.9,43,15.7,0,1121,19.5,12.5,49.0,19.9,31.8,49.0,3,19.3,16.0,16.2,18.9,1,5,16,-0.5,1,0.9,1.0,-2.4,76,-217.5,2579,E,1
1395.2,20.7,17.9,78,22.4,0,1727,45.7,11.7,92.6,45.7,63.9,92.1,3,20.1,16.5,16.9,19.6,1,5,17,0.5,1,0.9,1.0,-2.1,68,-132.6,2580,E,1
2022.4,23.8,24.4,91,27.5,0,1942,54.7,10.9,102.3,54.7,77.3,102.7,3,23.5,21.3,21.6,23.3,0,5,21,1.3,1,1.0,1.0,-0.9,108,-24.1,2581,E,1
2086.4,26.6,27.3,94,29.8,0,1827,57.0,10.9,111.2,57.0,84.3,111.2,3,27.5,26.4,26.6,27.4,0,5,26,1.2,1,1.0,1.0,-0.1,28,-1.3,2582,E,1
2278.4,27.0,28.2,95,31.0,0,1943,58.6,10.9,103.9,58.6,84.7,102.8,3,31.6,30.5,30.9,31.4,0,5,30,1.2,1,1.0,1.5,0.0,0,-1.7,2583,E,1
1241.6,3.9,9.9,49,18.4,0,2071,25.4,12.1,-13.4,25.0,39.2,-13.9,3,34.5,33.6,33.9,34.3,1,5,32,0.2,1,1.0,2.0,-0.2,12,-9.6,2584,E,1
512.0,0.0,8.5,32,15.7,0,1600,12.9,12.5,-2.3,11.3,22.4,-17.6,4,34.0,32.5,32.7,33.8,0,5,32,-0.3,2,2.3,2.0,-0.2,0,-5.0,2585,E,1
460.8,0.0,7.5,34,15.3,0,1460,11.7,12.9,-3.0,5.1,23.1,-18.5,4,31.8,30.7,30.7,31.6,0,5,30,-1.1,2,11.9,2.0,0.0,0,-2.0,2586,E,1
332.8,0.0,6.1,32,14.1,0,1106,10.5,12.5,1.7,8.2,22.4,2.0,4,26.0,25.0,25.0,25.9,1,5,24,-2.1,2,21.8,2.0,0.0,0,2.2,2587,E,1
307.2,0.0,6.6,39,14.5,0,897,13.7,12.5,12.4,13.7,29.0,12.4,3,18.5,17.5,17.7,18.4,1,5,18,-2.0,2,17.5,2.0,0.2,8,18.8,2588,E,1
396.8,0.0,8.9,48,15.7,0,980,20.3,12.1,52.0,20.3,36.1,52.0,3,14.5,14.0,14.0,14.3,1,5,14,-0.4,1,3.0,1.5,0.1,28,-3.0,2589,E,1
1292.8,19.1,16.9,78,22.0,0,1675,44.9,11.3,87.3,44.9,62.7,87.8,3,15.9,14.9,15.1,15.8,1,5,15,0.9,1,0.9,0.0,0.0,4,-8.5,2590,E,1
